molecule_name,pec50,pred,residual,has_counter,has_single_conc_hi,has_single_conc_lo,no_aux,corrected_oof,corrected_residual
OADMET-0006089,5.27,4.8786804939936665,0.39131950600633303,True,True,True,False,4.8786804939936665,0.39131950600633303
OADMET-0006088,5.08,4.499548512986562,0.5804514870134376,True,True,True,False,4.499548512986562,0.5804514870134376
OADMET-0006087,5.12,5.102359206005207,0.01764079399479268,True,True,True,False,5.102359206005207,0.01764079399479268
OADMET-0006086,5.23,4.542726265342489,0.6872737346575111,True,True,True,False,4.542726265342489,0.6872737346575111
OADMET-0006085,5.28,4.982235862213431,0.2977641377865696,True,True,True,False,4.982235862213431,0.2977641377865696
OADMET-0006084,4.5,4.371018732404246,0.128981267595754,True,True,True,False,4.371018732404246,0.128981267595754
OADMET-0006083,4.66,5.188708260452863,-0.5287082604528628,True,True,True,False,5.188708260452863,-0.5287082604528628
OADMET-0006082,5.18,4.170579633782211,1.009420366217789,True,True,True,False,4.170579633782211,1.009420366217789
OADMET-0006081,4.31,4.449026929753498,-0.1390269297534985,True,True,True,False,4.449026929753498,-0.1390269297534985
OADMET-0006080,4.24,4.9737269038135565,-0.7337269038135563,True,True,True,False,4.9737269038135565,-0.7337269038135563
OADMET-0006079,5.3,4.297145193525888,1.0028548064741116,True,True,True,False,4.297145193525888,1.0028548064741116
OADMET-0006078,4.19,4.696259829141561,-0.5062598291415608,True,True,True,False,4.696259829141561,-0.5062598291415608
OADMET-0006077,5.07,4.932847224624412,0.13715277537558812,True,True,True,False,4.932847224624412,0.13715277537558812
OADMET-0006076,5.12,4.951163871542921,0.1688361284570794,True,False,False,False,4.951163871542921,0.1688361284570794
OADMET-0006075,5.03,5.096988696496464,-0.06698869649646344,True,True,True,False,5.096988696496464,-0.06698869649646344
OADMET-0006074,5.14,4.812422119298027,0.32757788070197247,True,True,True,False,4.812422119298027,0.32757788070197247
OADMET-0006073,5.07,4.96761873347088,0.10238126652911994,True,False,False,False,4.96761873347088,0.10238126652911994
OADMET-0006072,5.44,4.589268830447521,0.8507311695524793,True,True,True,False,4.589268830447521,0.8507311695524793
OADMET-0006071,3.96,4.430676397536565,-0.47067639753656465,True,True,True,False,4.430676397536565,-0.47067639753656465
OADMET-0006070,4.36,4.768671358210369,-0.40867135821036893,True,False,False,False,4.768671358210369,-0.40867135821036893
OADMET-0006069,5.19,4.994396677526455,0.19560332247354495,True,True,True,False,4.994396677526455,0.19560332247354495
OADMET-0006068,4.76,4.674756105663707,0.0852438943362932,True,False,False,False,4.674756105663707,0.0852438943362932
OADMET-0006067,4.74,4.493426974768777,0.24657302523122304,True,True,True,False,4.493426974768777,0.24657302523122304
OADMET-0006066,5.02,4.9797784309942745,0.040221569005725044,True,False,False,False,4.9797784309942745,0.040221569005725044
OADMET-0006065,5.2,5.211284876101225,-0.011284876101225194,True,False,False,False,5.211284876101225,-0.011284876101225194
OADMET-0006064,4.61,4.789859714785826,-0.17985971478582563,True,True,True,False,4.789859714785826,-0.17985971478582563
OADMET-0006063,5.44,5.057923543568954,0.3820764564310464,True,True,True,False,5.057923543568954,0.3820764564310464
OADMET-0006062,4.81,4.79543050840063,0.014569491599369933,True,True,True,False,4.79543050840063,0.014569491599369933
OADMET-0006061,4.69,4.790149437339561,-0.10014943733956017,True,True,True,False,4.790149437339561,-0.10014943733956017
OADMET-0006060,4.87,4.8475629003302565,0.02243709966974361,True,True,True,False,4.8475629003302565,0.02243709966974361
OADMET-0006059,4.45,4.859142474294866,-0.4091424742948657,True,True,True,False,4.859142474294866,-0.4091424742948657
OADMET-0006058,5.26,5.12325631507392,0.13674368492607947,True,True,True,False,5.12325631507392,0.13674368492607947
OADMET-0006057,4.48,4.772500274482283,-0.29250027448228266,True,True,True,False,4.772500274482283,-0.29250027448228266
OADMET-0006056,4.58,4.811264667233217,-0.2312646672332166,True,False,False,False,4.811264667233217,-0.2312646672332166
OADMET-0006055,4.95,5.125905631815345,-0.17590563181534513,True,True,True,False,5.125905631815345,-0.17590563181534513
OADMET-0006054,4.68,4.363397573383109,0.31660242661689075,True,True,True,False,4.363397573383109,0.31660242661689075
OADMET-0006053,5.31,5.205760915302536,0.1042390846974639,True,True,True,False,5.205760915302536,0.1042390846974639
OADMET-0006052,4.6,4.612573633610624,-0.012573633610624135,True,True,True,False,4.612573633610624,-0.012573633610624135
OADMET-0006051,5.11,5.048821600895483,0.06117839910451739,True,True,True,False,5.048821600895483,0.06117839910451739
OADMET-0006050,5.18,4.747732037247963,0.4322679627520367,True,False,False,False,4.747732037247963,0.4322679627520367
OADMET-0006049,4.85,4.60705804871124,0.24294195128875984,True,False,False,False,4.60705804871124,0.24294195128875984
OADMET-0006048,4.99,4.555954862566828,0.43404513743317263,True,True,True,False,4.555954862566828,0.43404513743317263
OADMET-0006047,4.93,4.961270193451817,-0.03127019345181736,True,True,True,False,4.961270193451817,-0.03127019345181736
OADMET-0006046,5.13,4.872089025349293,0.25791097465070667,True,True,True,False,4.872089025349293,0.25791097465070667
OADMET-0006045,5.42,5.062248652652629,0.3577513473473708,True,False,False,False,5.062248652652629,0.3577513473473708
OADMET-0006044,4.93,4.952896701479421,-0.022896701479421466,True,True,True,False,4.952896701479421,-0.022896701479421466
OADMET-0006043,4.72,4.84914889636549,-0.1291488963654901,True,False,False,False,4.84914889636549,-0.1291488963654901
OADMET-0006042,5.24,5.256052416968114,-0.016052416968113548,True,True,True,False,5.256052416968114,-0.016052416968113548
OADMET-0006041,5.09,4.984363909138059,0.1056360908619407,True,True,True,False,4.984363909138059,0.1056360908619407
OADMET-0006040,5.3,4.533328990681658,0.7666710093183422,True,True,True,False,4.533328990681658,0.7666710093183422
OADMET-0006039,4.18,4.74592789237939,-0.5659278923793902,True,True,True,False,4.74592789237939,-0.5659278923793902
