molecule_name,pec50,pred,residual,member_std,family_gap,nn_potent46_tanimoto,logp,exactmw,tpsa
OADMET-0003641,1.98,3.3888207420562075,-1.4088207420562076,0.8952435587723624,-1.636091629664103,0.1875,4.020020008087158,597.2344970703125,124.23999786376953
OADMET-0003716,5.64,3.056585990456701,2.5834140095432985,0.8980724654530353,-1.6349555253982544,0.1796875,3.9909000396728516,810.4203491210938,154.10000610351562
OADMET-0003658,1.87,3.137990120429437,-1.2679901204294368,0.6834982219638112,-1.3444507519404096,0.21839080459770116,5.688799858093262,482.0768737792969,92.3499984741211
OADMET-0003563,6.09,3.926553197045928,2.1634468029540717,0.905114667150192,1.220101237297058,1.0,0.5550000071525574,190.11061096191406,34.029998779296875
OADMET-0003697,5.13,5.091519775784131,0.03848022421586883,0.8564733518483014,1.216057976086935,0.31645569620253167,0.36059999465942383,384.1968994140625,124.44000244140625
OADMET-0003579,2.45,3.628681882029598,-1.178681882029598,1.0653115316695174,-1.198502659797668,0.15126050420168066,3.2595999240875244,807.3466186523438,224.4499969482422
OADMET-0002639,3.52,3.5671413626485657,-0.04714136264856572,0.6662238153233522,-1.1212527354558306,0.189873417721519,3.4694199562072754,348.11572265625,52.41999816894531
OADMET-0003423,3.0,3.370500018179995,-0.3705000181799951,0.6905929442056152,-1.1156781514485679,0.14444444444444443,4.277400016784668,348.1044921875,59.93000030517578
OADMET-0003079,2.88,3.2565878274371323,-0.37658782743713237,0.641035594698908,-1.113679607709249,0.21839080459770116,4.761539936065674,378.0950622558594,67.7699966430664
OADMET-0002338,6.12,4.582271358341846,1.5377286416581537,0.8140193433351715,1.1072192986806235,1.0,4.33542013168335,822.4051513671875,220.14999389648438
OADMET-0003649,6.69,4.624816085296928,2.0651839147030726,0.736286816784999,1.0896348953247075,1.0,4.33542013168335,822.4051513671875,220.14999389648438
OADMET-0003780,6.22,4.613742747121645,1.606257252878355,0.8099687592199548,1.0700873533884683,1.0,4.739019870758057,876.4520874023438,216.66000366210938
OADMET-0002742,1.82,3.234707153537898,-1.414707153537898,0.5765925386852305,-1.001949985822042,0.2127659574468085,3.4094998836517334,368.2212219238281,70.25
OADMET-0003267,1.75,3.32913438463674,-1.57913438463674,0.6326924544692115,-0.9928714036941524,0.16049382716049382,2.0951199531555176,315.1153869628906,56.06999969482422
OADMET-0002689,4.07,3.043493968653447,1.0265060313465533,0.5373028018568254,-0.9862391948699951,0.20987654320987653,4.267240047454834,364.1899108886719,79.9000015258789
OADMET-0003760,3.26,3.541554897271314,-0.281554897271314,0.8072233296500579,-0.983127673467,0.1875,6.072400093078613,412.3210144042969,18.459999084472656
OADMET-0002555,5.03,3.9968982914119087,1.0331017085880916,0.5957417335163454,0.9763764142990117,0.18518518518518517,3.5985000133514404,347.11822509765625,96.69000244140625
OADMET-0002747,5.87,4.184740318951097,1.685259681048903,0.5266693967333939,0.9667415221532187,0.2413793103448276,2.5473198890686035,378.1240539550781,118.69000244140625
OADMET-0003146,3.64,3.110244874120916,0.5297551258790842,0.493755113685994,-0.9381879965464273,0.2191780821917808,4.199699878692627,306.1732177734375,41.130001068115234
OADMET-0001685,2.27,3.0796411398545054,-0.8096411398545054,0.5132670916329005,-0.9137528340021768,0.12903225806451613,4.963099956512451,332.06195068359375,52.08000183105469
OADMET-0003528,1.91,3.0331885046171907,-1.1231885046171908,0.566799538706133,-0.8956125577290854,0.18823529411764706,3.267699956893921,307.1233215332031,55.630001068115234
OADMET-0003522,1.73,3.2670778317358886,-1.5370778317358886,0.7157653674226099,-0.8910409212112427,0.19540229885057472,3.034320116043091,306.1480712890625,62.709999084472656
OADMET-0003569,1.75,3.3447240444062984,-1.5947240444062984,0.7296927237305926,-0.8847266038258867,0.18,4.17002010345459,558.22265625,162.16000366210938
OADMET-0003723,1.84,2.864011337108982,-1.024011337108982,0.4739951131372223,-0.8764963150024414,0.15053763440860216,5.190380096435547,529.1647338867188,82.87999725341797
OADMET-0001561,3.95,3.5876678279302654,0.3623321720697348,0.5549272776771722,-0.8745067119598384,0.20224719101123595,2.8564999103546143,399.1582946777344,87.30000305175781
OADMET-0003585,1.74,3.131086517769156,-1.3910865177691558,0.489919993396948,-0.8477001984914141,0.19148936170212766,3.334939956665039,398.2117919921875,77.2300033569336
OADMET-0003665,4.95,3.597294626536878,1.352705373463122,0.48585878463619614,0.8445323705673218,0.1016949152542373,2.5524001121520996,209.0952911376953,64.93000030517578
OADMET-0003942,5.44,4.267314934962004,1.1726850650379967,0.5308463051427379,0.8394232988357548,0.21052631578947367,1.8508000373840332,328.1147155761719,70.25
OADMET-0001764,3.76,2.999441695329055,0.760558304670945,0.5366930918768411,-0.8380641539891562,0.24675324675324675,3.745699882507324,380.1736145019531,87.66000366210938
OADMET-0003800,4.48,4.389485109662546,0.09051489033745419,0.6113032834291823,0.8315273523330684,0.16161616161616163,1.656499981880188,529.1625366210938,158.17999267578125
OADMET-0003145,3.29,2.9652332051286416,0.3247667948713584,0.6210754642358132,-0.8275322119394937,0.1744186046511628,2.11080002784729,335.17462158203125,87.9000015258789
OADMET-0003082,1.77,2.7789619089330286,-1.0089619089330286,0.596193133815871,-0.8242026567459106,0.1686746987951807,3.851599931716919,292.0782775878906,50.70000076293945
OADMET-0003458,2.05,3.5234301109915798,-1.47343011099158,0.5724167597607989,-0.8239076932271323,0.17582417582417584,3.540339946746826,369.1623229980469,63.16999816894531
OADMET-0002582,1.75,4.047684756181773,-2.2976847561817726,0.4204610315419411,-0.8205296993255611,0.1875,3.2660999298095703,289.1590270996094,58.040000915527344
OADMET-0001653,1.88,3.625743225477274,-1.7457432254772742,0.42077958547292726,-0.8168547948201494,0.2558139534883721,1.8735400438308716,404.1960754394531,101.27999877929688
OADMET-0001511,3.62,3.6097945699414,0.010205430058600307,0.45389818649654984,-0.8078910509745283,0.15384615384615385,2.6178998947143555,338.1178894042969,78.94999694824219
OADMET-0003305,1.83,4.083354744633425,-2.253354744633425,0.48125078956532036,-0.8067615032196045,0.19753086419753085,3.985300064086914,368.1572570800781,95.58999633789062
OADMET-0006040,5.3,4.533328990681658,0.7666710093183422,0.5346616062403365,0.8039341370264688,0.15789473684210525,1.3906199932098389,380.1154479980469,127.76000213623047
OADMET-0002929,3.1,2.993480682373047,0.10651931762695321,0.5981649756490393,-0.7934100230534873,0.32432432432432434,2.578200101852417,383.15283203125,79.18000030517578
OADMET-0002866,3.47,3.086246059241804,0.38375394075819624,0.5856991941062213,-0.7933314243952436,0.16455696202531644,2.6003000736236572,304.1072692871094,99.3499984741211
OADMET-0005457,4.59,3.9433842485390818,0.6466157514609181,0.6221920311077987,0.7921649217605591,0.1927710843373494,2.365920066833496,301.19024658203125,66.93000030517578
OADMET-0004796,4.72,3.5730924635257537,1.146907536474246,0.567087039144997,0.7880887985229492,0.24691358024691357,0.8627200126647949,355.2120666503906,81.51000213623047
OADMET-0002828,3.73,2.9819236345661495,0.7480763654338505,0.4551540296289457,-0.787875453631083,0.22093023255813954,2.6435000896453857,352.1257019042969,59.5
OADMET-0002652,1.71,3.0136560098638814,-1.3036560098638814,0.5764438711269918,-0.7824106613794961,0.20652173913043478,3.805500030517578,362.1742858886719,82.80000305175781
OADMET-0003686,1.76,2.9633098985384967,-1.2033098985384967,0.4666581735256523,-0.7762726942698159,0.17543859649122806,4.091100215911865,586.2791137695312,114.19999694824219
OADMET-0001616,4.34,3.328619523650234,1.0113804763497658,0.4303681364588483,-0.7735748688379922,0.2597402597402597,3.8780999183654785,372.0876770019531,76.66000366210938
OADMET-0002034,4.17,3.3150547715066705,0.8549452284933294,0.46577263189379825,-0.7706739505132041,0.22077922077922077,1.3761999607086182,286.1065979003906,81.2699966430664
OADMET-0002885,1.78,3.1228772393708093,-1.3428772393708093,0.5083205874227651,-0.7691407998402915,0.22857142857142856,3.255000114440918,360.1143798828125,98.48999786376953
OADMET-0003753,1.76,2.9204906277286193,-1.1604906277286193,0.5230199569076102,-0.761228521664937,0.10909090909090909,3.6212000846862793,296.0509338378906,6.480000019073486
OADMET-0003740,1.86,3.1481184119159735,-1.2881184119159734,0.612530851814947,-0.7577729622522993,0.18584070796460178,2.3121800422668457,602.2254028320312,203.5500030517578
OADMET-0003637,3.88,4.494379780824902,-0.6143797808249021,0.4124349671798876,-0.7560997804005947,0.16923076923076924,3.7955000400543213,404.1194763183594,63.68000030517578
OADMET-0002704,5.6,4.240966875344805,1.3590331246551948,0.6418477015041163,0.7529042561848955,0.19791666666666666,1.9902000427246094,381.1800842285156,92.37000274658203
OADMET-0005385,4.57,4.014716528688819,0.5552834713111814,0.5800132219955385,0.7505382696787515,0.21839080459770116,2.4138998985290527,322.1429748535156,68.5199966430664
OADMET-0002647,1.73,2.927421139050456,-1.1974211390504559,0.5523871424577581,-0.7478437026341758,0.24444444444444444,3.4767000675201416,359.1036682128906,71.52999877929688
OADMET-0005327,4.4,3.8146021537410397,0.5853978462589606,0.42018446452437536,0.7465621630350752,0.1951219512195122,2.1816000938415527,345.0992431640625,84.97000122070312
OADMET-0002746,4.78,3.2179358147880404,1.5620641852119599,0.4594964272478947,-0.742154280344645,0.21348314606741572,2.003999948501587,381.1048889160156,90.63999938964844
OADMET-0005038,4.86,3.991503372933101,0.8684966270668992,0.47194490643962006,0.7405061324437456,0.2328767123287671,1.146299958229065,290.1742858886719,87.45999908447266
OADMET-0003956,3.89,4.009778580156345,-0.1197785801563449,0.47327966854507075,0.7378770112991333,0.19047619047619047,2.4623000621795654,331.10693359375,113.76000213623047
OADMET-0002982,5.31,4.995123922014699,0.3148760779853008,0.4557706020187998,0.7355108261108398,0.2,4.085720062255859,434.1603698730469,100.33999633789062
OADMET-0001758,1.71,2.8511850304973936,-1.1411850304973936,0.5637236404030879,-0.7310375769933066,0.3333333333333333,2.5690999031066895,357.1147155761719,91.31999969482422
OADMET-0003960,4.97,3.5248593154462795,1.4451406845537202,0.5288101661988287,0.726476470629374,0.25925925925925924,1.7167199850082397,338.1855163574219,74.25
OADMET-0001981,1.81,3.24457951656823,-1.4345795165682298,0.46375309392541775,-0.7253173589706421,0.2463768115942029,3.6856000423431396,420.0698547363281,32.34000015258789
OADMET-0002649,1.79,3.117607705107013,-1.3276077051070128,0.4954018603169288,-0.719368577003479,0.3108108108108108,2.5380001068115234,308.1273193359375,69.04000091552734
OADMET-0001985,3.58,4.1546138934718755,-0.5746138934718754,0.387900720119308,-0.7185775438944497,0.21518987341772153,3.032639980316162,296.1524658203125,53.16999816894531
OADMET-0001948,4.48,4.284197547713529,0.19580245228647186,0.3497886217160815,-0.7147363026936846,0.20930232558139536,3.7015199661254883,426.1346435546875,60.77000045776367
OADMET-0005900,4.45,3.8819500005360945,0.5680499994639057,0.40930648633927613,0.7111595074335733,0.20481927710843373,2.010200023651123,301.17901611328125,37.83000183105469
OADMET-0001174,3.81,3.7216232471095707,0.08837675289042934,0.4691630516546068,-0.7082104285558066,0.17525773195876287,1.7498199939727783,370.1640930175781,102.2699966430664
OADMET-0003495,3.42,3.6075079041777305,-0.18750790417773056,0.4293858767515328,-0.7078105608622232,0.2413793103448276,3.2802200317382812,340.1899108886719,67.3499984741211
OADMET-0002641,2.06,3.8717972005455237,-1.8117972005455236,0.42602845097094333,-0.6968889236450191,0.16129032258064516,2.0448999404907227,310.1241455078125,76.13999938964844
OADMET-0003582,1.79,2.632503340429473,-0.8425033404294728,0.4272076706881052,-0.6961687405904136,0.1891891891891892,2.9721999168395996,295.095703125,84.08000183105469
OADMET-0003542,5.69,4.418228849855441,1.2717711501445592,0.4154952234320901,-0.6953255335489903,0.20430107526881722,6.507319927215576,498.20556640625,78.08999633789062
OADMET-0002669,3.36,3.3663977180869833,-0.006397718086983417,0.3843930750922249,-0.6952505111694336,0.13580246913580246,3.535799980163574,309.1365051269531,47.560001373291016
OADMET-0002825,6.225,5.0845124182191865,1.140487581780813,0.41649197185986847,0.6944765249888105,0.23880597014925373,3.364000082015991,364.0008544921875,90.63999938964844
OADMET-0001437,4.53,3.951624142197729,0.5783758578022713,0.361523039134366,-0.6938713391621909,0.2079207920792079,4.13484001159668,429.0914001464844,75.44000244140625
OADMET-0003416,4.81,3.069023208826491,1.7409767911735088,0.4211799248789238,-0.6932703653971353,0.2619047619047619,2.859800100326538,390.1416015625,75.41999816894531
OADMET-0003567,5.24,5.563350803180806,-0.3233508031808059,0.4489579803652081,0.6862987677256269,0.21839080459770116,4.887800216674805,382.1448059082031,42.43000030517578
OADMET-0003786,2.92,3.9621474232488465,-1.0421474232488466,0.6008433667062614,-0.682419578234355,0.16666666666666666,5.254119873046875,749.2916870117188,156.88999938964844
OADMET-0003554,4.71,4.8781459731963075,-0.16814597319630753,0.4459161441691908,0.6796579758326216,0.16363636363636364,4.17110013961792,608.2733764648438,117.77999877929688
OADMET-0003509,2.94,3.3119433379867704,-0.3719433379867705,0.485310101723285,-0.6782924334208169,0.22727272727272727,2.6085801124572754,304.1436462402344,81.48999786376953
OADMET-0003639,2.04,2.9605623715132188,-0.9205623715132187,0.4493215449029754,-0.6765620708465576,0.18072289156626506,3.243299961090088,265.0885009765625,67.01000213623047
